Gene.ID,Gene.Name,Undifferentiated ,Differentiated,FDR,AveExpr,P value,SRR3133925_nodiff_rep1,SRR3133926_nodiff_rep2,SRR3133927_nodiff_rep3,SRR3133928_diff_rep1,SRR3133929_diff_rep2,SRR3133930_diff_rep3,SRR3133925_nodiff_rep1 CPM,SRR3133926_nodiff_rep2 CPM,SRR3133927_nodiff_rep3 CPM,SRR3133928_diff_rep1 CPM,SRR3133929_diff_rep2 CPM,SRR3133930_diff_rep3 CPM
ENSG00000143954,REG3G,0,4.6320477963595,0.0451633550301391,-0.645377663322669,0.0237279873584142,2,4,1,218,61,26,0.092,0.193,0.053,10.820,2.612,1.183
ENSG00000188827,SLX4,0,-0.275677404339772,0.0451797722873843,5.11065541515021,0.0237397458128648,830,833,693,531,763,768,38.032,40.271,36.746,26.356,32.676,34.953
ENSG00000189127,ANKRD34B,0,2.10430981828565,0.0451819213725829,-1.10153378472774,0.0237474591768682,1,7,9,10,31,25,0.046,0.338,0.477,0.496,1.328,1.138
ENSG00000184786,TCTE3,0,-0.592904677274029,0.0451819213725829,1.34943539040396,0.0237482566327955,69,63,59,51,47,37,3.162,3.046,3.128,2.531,2.013,1.684
ENSG00000281106,TMEM272,0,1.1670939410987,0.0451819213725829,-1.15333982872214,0.0237502748962676,9,4,5,12,21,11,0.412,0.193,0.265,0.596,0.899,0.501
ENSG00000149091,DGKZ,0,-0.245354727776483,0.0452212919746424,5.70058158752011,0.0237741064119115,1262,1192,1052,816,1168,1151,57.827,57.626,55.782,40.502,50.021,52.384
ENSG00000188343,FAM92A,0,-0.21443507559185,0.0452365515207936,4.68504373943917,0.023785265855108,618,558,537,437,576,544,28.318,26.976,28.474,21.691,24.668,24.758
ENSG00000121691,CAT,0,0.322002913308359,0.0452425539221063,4.84522246876411,0.0237915593891354,583,492,513,695,757,638,26.714,23.785,27.202,34.497,32.419,29.037
ENSG00000166710,B2M,0,1.14100581824663,0.045267758682371,8.21405949066931,0.0238079529713663,4562,3869,3955,17333,8118,6139,209.037,187.043,209.714,860.328,347.661,279.398
ENSG00000164414,SLC35A1,0,0.4837415533014,0.0452739135490827,2.99767759545893,0.0238155493978074,141,146,127,228,194,194,6.461,7.058,6.734,11.317,8.308,8.829
ENSG00000184368,MAP7D2,0,-0.489447015990681,0.0452739135490827,4.37677361789866,0.0238206090219758,544,515,470,246,502,432,24.927,24.897,24.922,12.210,21.499,19.661
ENSG00000185800,DMWD,0,0.317009192989348,0.0452739135490827,6.20506122381567,0.0238202643808526,1427,1492,1181,1350,2054,2031,65.387,72.129,62.623,67.008,87.964,92.435
ENSG00000185515,BRCC3,0,-0.266207863646058,0.0452768868217271,4.62390455414659,0.0238253132595884,571,545,555,394,541,534,26.164,26.348,29.429,19.556,23.169,24.303
ENSG00000109065,NAT9,0,-0.253387899580782,0.0452769362204399,6.43100605402899,0.0238284791246129,2127,2031,1682,1667,1721,1739,97.462,98.187,89.188,82.742,73.703,79.145
ENSG00000109133,TMEM33,0,-0.259837516648166,0.0452945009111251,6.77320064045981,0.0238408642105021,2648,2376,2373,1695,2480,2398,121.335,114.866,125.829,84.132,106.208,109.138
ENSG00000180592,SKIDA1,0,-0.444278038994334,0.0453040122664004,3.37748538691566,0.0238490122825413,234,285,235,142,242,203,10.722,13.778,12.461,7.048,10.364,9.239
ENSG00000065600,TMEM206,0,0.343643041529656,0.0453068470272689,6.17009281826774,0.0238536465070059,1413,1315,1221,1874,1770,1627,64.746,63.572,64.744,93.017,75.802,74.048
ENSG00000198189,HSD17B11,0,-0.218921496681306,0.0453255070111776,5.61233145861615,0.0238666140593531,1171,1020,1071,868,1067,1015,53.657,49.311,56.790,43.083,45.695,46.195
ENSG00000092758,COL9A3,0,0.557855076067435,0.0453266892811929,2.9188436945221,0.0238703799168779,174,123,95,210,200,189,7.973,5.946,5.037,10.423,8.565,8.602
ENSG00000135211,TMEM60,0,0.389403407288172,0.0453339316951066,4.30525976718754,0.0238773378102867,347,337,382,498,512,458,15.900,16.292,20.256,24.718,21.927,20.844
ENSG00000169249,ZRSR2,0,0.405478882818654,0.0453530214311103,4.24033621692973,0.0238909932432467,346,356,309,493,426,498,15.854,17.210,16.385,24.470,18.244,22.665
ENSG00000083067,TRPM3,0,1.72337777707751,0.0453530214311103,-1.83681883792671,0.0238941814919739,3,2,3,18,6,11,0.137,0.097,0.159,0.893,0.257,0.501
ENSG00000256771,ZNF253,0,-0.43373093910401,0.0453530214311103,3.19113930964937,0.023896827797058,221,222,214,122,186,211,10.127,10.732,11.347,6.056,7.966,9.603
ENSG00000090989,EXOC1,0,0.229959205044911,0.0453854636946948,6.23044332278163,0.0239170692521488,1574,1329,1386,1601,1818,1865,72.123,64.249,73.493,79.466,77.858,84.880
ENSG00000146054,TRIM7,0,0.31741840803649,0.0453973404784986,2.78433489332933,0.0239264762577385,128,132,120,147,184,168,5.865,6.381,6.363,7.296,7.880,7.646
ENSG00000143374,TARS2,0,-0.228071645298908,0.0453991843966063,6.09500857702129,0.0239305964354095,1658,1644,1291,1248,1500,1360,75.972,79.478,68.455,61.945,64.239,61.896
ENSG00000185519,FAM131C,0,0.582333151042757,0.0454260213211109,1.57146737155106,0.0239478927935565,58,44,47,81,90,66,2.658,2.127,2.492,4.020,3.854,3.004
ENSG00000179094,AC129492.1,0,-0.285005644990688,0.0454338834735154,5.81950577228327,0.0239551883529222,1386,1320,1153,949,1385,1027,63.508,63.814,61.138,47.104,59.314,46.741
ENSG00000051382,PIK3CB,0,-0.33345962611509,0.0454611778931322,4.18689267350643,0.0239727320873355,486,383,401,275,423,367,22.269,18.516,21.263,13.650,18.115,16.703
ENSG00000163399,ATP1A1,0,0.600191727615188,0.0454719904395872,8.66906421637495,0.0239818071527438,7328,6989,6155,13900,10083,9057,335.779,337.877,326.370,689.930,431.814,412.202
ENSG00000198954,KIF1BP,0,0.225981452042519,0.0454719904395872,5.33586991059562,0.0239847405883148,817,756,733,837,963,1043,37.436,36.548,38.867,41.545,41.241,47.469
ENSG00000116127,ALMS1,0,-0.681464933349133,0.0454873339352768,6.11623340192937,0.0239961199225335,1939,1748,1757,673,1558,1567,88.848,84.505,93.165,33.405,66.723,71.317
ENSG00000106477,CEP41,0,0.237672930097316,0.0454873339352768,5.90114989426043,0.0239991426199435,1203,1092,1105,1184,1469,1584,55.123,52.792,58.593,58.768,62.911,72.091
ENSG00000139323,POC1B,0,0.234917345622116,0.0455135102955439,4.08782770100401,0.0240161095588623,349,311,308,347,434,419,15.992,15.035,16.332,17.223,18.586,19.070
ENSG00000185049,NELFA,0,-0.268787333466673,0.0455311012121602,5.78832860517188,0.024028549252742,1330,1409,1034,1005,1156,1111,60.942,68.117,54.828,49.883,49.507,50.564
ENSG00000168350,DEGS2,0,-0.794041998043493,0.0455645553017875,-0.753100026597591,0.0240493641055412,17,17,13,8,9,11,0.779,0.822,0.689,0.397,0.385,0.501
ENSG00000105281,SLC1A5,0,-0.247723129407173,0.0455791136180456,6.48493856635904,0.0240602089362388,2105,2093,1838,1441,2166,1795,96.454,101.184,97.460,71.524,92.761,81.694
ENSG00000162438,CTRC,0,1.18839054444469,0.0456091776741137,-1.51659445656058,0.0240855678216627,5,5,3,11,8,15,0.229,0.242,0.159,0.546,0.343,0.683
ENSG00000144451,SPAG16,0,0.294339611882856,0.0456091776741137,4.27900547857747,0.0240793355182528,399,341,342,455,502,440,18.283,16.485,18.135,22.584,21.499,20.025
ENSG00000105514,RAB3D,0,0.273329843795209,0.0456091776741137,5.1775349954159,0.0240826149898577,724,701,613,668,1020,929,33.175,33.889,32.504,33.156,43.682,42.281
ENSG00000127419,TMEM175,0,-0.288894398671276,0.0456354687988896,4.64045604983403,0.0241057812649891,628,607,474,476,507,483,28.776,29.345,25.134,23.626,21.713,21.982
ENSG00000196262,PPIA,0,-0.224366601846603,0.0456354687988896,8.58074267650387,0.0241055974767698,8766,8291,8489,6497,8267,8363,401.670,400.821,450.130,322.480,354.042,380.616
ENSG00000101849,TBL1X,0,-0.241284148937936,0.0456515581024721,4.87966169099294,0.0241174458824294,668,701,610,499,686,583,30.609,33.889,32.345,24.768,29.379,26.533
ENSG00000118308,LRMP,0,1.36147147989409,0.0456692160347668,-2.19109967258277,0.0241299415373709,2,2,3,10,6,6,0.092,0.097,0.159,0.496,0.257,0.273
ENSG00000144895,EIF2A,0,-0.215125356759127,0.0456717337932256,6.44233284859336,0.0241344390779736,2055,1864,1870,1443,1939,1896,94.163,90.113,99.157,71.624,83.039,86.291
ENSG00000144182,LIPT1,0,0.447368185458209,0.0456935952621413,1.91304231546633,0.0241491601589999,75,61,62,89,92,104,3.437,2.949,3.288,4.418,3.940,4.733
ENSG00000164347,GFM2,0,-0.202981444062701,0.0457050400023894,5.66162387383519,0.0241583782869773,1190,1079,1085,925,1109,1033,54.527,52.163,57.532,45.913,47.494,47.014
ENSG00000162413,KLHL21,0,0.343787979158388,0.0457191209606896,4.359326517297,0.0241785032209583,380,421,326,502,539,463,17.412,20.353,17.286,24.917,23.083,21.072
ENSG00000109323,MANBA,0,0.805008919334581,0.0457191209606896,4.47935154789328,0.0241760010631872,351,364,321,905,571,508,16.083,17.597,17.021,44.920,24.454,23.120
ENSG00000050748,MAPK9,0,0.279922423746021,0.0457191209606896,5.61393948068348,0.0241731622813139,964,924,860,894,1365,1295,44.172,44.670,45.602,44.374,58.457,58.938
ENSG00000106588,PSMA2,0,-0.36316997836085,0.0457191209606896,2.65840793924401,0.024175817168757,142,151,148,109,127,124,6.507,7.300,7.848,5.410,5.439,5.643
ENSG00000163374,YY1AP1,0,-0.233735381246797,0.0457293419039386,5.80809502015218,0.0241934222874582,1253,1259,1239,942,1201,1228,57.414,60.865,65.698,46.756,51.434,55.889
ENSG00000143344,RGL1,0,0.319351525223007,0.0457293419039386,5.42058941679286,0.0241920831843956,832,794,739,1081,1047,980,38.123,38.385,39.186,53.656,44.839,44.602
ENSG00000138029,HADHB,0,-0.321114813651548,0.0457293419039386,6.77644752935481,0.0241928264201471,2650,2493,2422,2225,2151,1992,121.427,120.522,128.427,110.439,92.119,90.660
ENSG00000150768,DLAT,0,-0.223877127716039,0.0458443970380488,5.82897847668822,0.0242574722191617,1349,1219,1229,939,1316,1186,61.813,58.931,65.168,46.608,56.359,53.977
ENSG00000115808,STRN,0,-0.213838066516057,0.0458682991915155,6.22096125228545,0.0242764812364526,1733,1581,1647,1313,1607,1589,79.408,76.432,87.332,65.171,68.821,72.318
ENSG00000145979,TBC1D7,0,0.256526247734804,0.0458682991915155,4.27451076016404,0.0242745239436241,374,382,336,437,483,453,17.137,18.467,17.816,21.691,20.685,20.617
ENSG00000277203,F8A1,0,0.334263440070603,0.0459253351731001,2.90149578460403,0.0243098532161077,144,150,117,163,187,195,6.598,7.252,6.204,8.091,8.008,8.875
ENSG00000136877,FPGS,0,0.316920480832906,0.0459439958413298,6.35019316342758,0.0243229170771645,1705,1593,1249,1999,2037,1875,78.125,77.012,66.228,99.221,87.236,85.335
ENSG00000150556,LYPD6B,0,1.70319767750855,0.045973026613033,-1.49781682112149,0.0243414742157078,7,5,1,19,11,12,0.321,0.242,0.053,0.943,0.471,0.546
ENSG00000149262,INTS4,0,-0.248201979510013,0.0460460082265142,5.46580825203305,0.0243833092106562,1038,986,953,694,1010,956,47.563,47.667,50.533,34.447,43.254,43.509
ENSG00000102144,PGK1,0,-0.2678861469512,0.0460481126941273,9.01913996913867,0.0243876169656762,12646,11597,10950,7900,11804,11460,579.457,560.646,580.625,392.119,505.517,521.567
ENSG00000107014,RLN2,0,0.742186532233905,0.0460685720137738,0.110722941168169,0.0244016472289324,14,21,16,23,35,32,0.641,1.015,0.848,1.142,1.499,1.456
ENSG00000139190,VAMP1,0,0.369710029893451,0.0461133162200017,3.56539105534936,0.0244285452569066,213,237,192,291,280,303,9.760,11.458,10.181,14.444,11.991,13.790
ENSG00000002822,MAD1L1,0,-0.919449338793343,0.0461152202528549,-0.0318828047966928,0.0244327519231492,33,25,25,8,22,18,1.512,1.209,1.326,0.397,0.942,0.819
ENSG00000020577,SAMD4A,0,-0.471598198935704,0.0461480110583078,5.40969612751267,0.0244533254158481,971,1081,1050,530,981,903,44.493,52.260,55.676,26.307,42.012,41.097
ENSG00000179163,FUCA1,0,1.25765835464373,0.0462013846872322,4.46557422920634,0.0244848114965207,325,254,300,1337,589,521,14.892,12.279,15.908,66.362,25.224,23.712
ENSG00000147586,MRPS28,0,-0.271273008917201,0.0462193042493255,3.60507070635172,0.024497513341026,304,278,245,201,256,265,13.930,13.440,12.991,9.977,10.963,12.061
ENSG00000136883,KIF12,0,0.830053749807265,0.0462205406849847,0.00856926130400147,0.0245013739941764,12,17,17,22,38,27,0.550,0.822,0.901,1.092,1.627,1.229
ENSG00000242265,PEG10,0,-0.384001797621664,0.046297678802846,8.9478159699913,0.0245454753431177,13077,11292,10597,10224,8881,8978,599.206,545.901,561.907,507.471,380.337,408.606
ENSG00000126070,AGO3,0,0.253594314539572,0.0463252077104652,6.05015714817026,0.024563282812359,1298,1319,1137,1243,1726,1780,59.476,63.766,60.290,61.697,73.918,81.011
ENSG00000174989,FBXW8,0,0.207036527263343,0.0463328436736767,6.13322444180162,0.0245705447692515,1355,1385,1294,1386,1853,1684,62.088,66.957,68.614,68.795,79.356,76.642
ENSG00000145113,MUC4,0,0.964275955114234,0.0463357737793386,0.372669299478701,0.024575311918473,20,25,13,23,49,50,0.916,1.209,0.689,1.142,2.098,2.276
ENSG00000104980,TIMM44,0,-0.268380787093637,0.0464241371298049,5.54463420395339,0.0246253970115033,1097,1066,1004,711,1074,1012,50.266,51.535,53.237,35.291,45.995,46.058
ENSG00000104133,SPG11,0,0.178310557032249,0.0464359544071477,6.39400883088614,0.0246348856598252,1743,1657,1489,1645,2141,2052,79.867,80.106,78.954,81.650,91.690,93.391
ENSG00000185104,FAF1,0,-0.211986803838917,0.0464619476808026,5.99266036523971,0.0246539760906285,1455,1392,1383,1130,1335,1385,66.670,67.295,73.334,56.088,57.173,63.034
ENSG00000124541,RRP36,0,0.21601717435784,0.0464619476808026,6.16455108154419,0.024655119532143,1502,1317,1296,1573,1726,1719,68.824,63.669,68.721,78.076,73.918,78.235
ENSG00000124713,GNMT,0,0.821771757248856,0.0464760216660107,1.03217507325198,0.0246658109438266,28,46,23,65,62,50,1.283,2.224,1.220,3.226,2.655,2.276
ENSG00000196247,ZNF107,0,-0.657468964315262,0.0464762976773854,4.25584619453986,0.024669180473142,554,469,473,186,440,422,25.385,22.673,25.081,9.232,18.843,19.206
ENSG00000105849,TWISTNB,0,-0.378634753657336,0.0464847027709514,4.57515485763262,0.0246768654446347,554,548,581,334,512,532,25.385,26.493,30.808,16.578,21.927,24.212
ENSG00000150764,DIXDC1,0,-0.297675685958855,0.0464913792793414,5.93330499457235,0.0246836338254256,1495,1378,1316,989,1521,1121,68.503,66.618,69.781,49.089,65.138,51.019
ENSG00000124459,ZNF45,0,-0.311915018417456,0.0465199326530033,5.30800514014658,0.0247020197173402,904,911,913,593,857,887,41.423,44.041,48.412,29.434,36.702,40.369
ENSG00000172831,CES2,0,-0.4074165983381,0.0465203177905016,5.76385105635144,0.0247054503217518,1358,1395,1118,1140,990,945,62.225,67.440,59.282,56.584,42.398,43.009
ENSG00000146731,CCT6A,0,-0.241072044413777,0.0465520850389689,8.80777591812295,0.0247287774894939,10721,9416,9970,7334,9953,9698,491.251,455.208,528.660,364.025,426.246,441.375
ENSG00000165688,PMPCA,0,-0.176760839141259,0.0465520850389689,6.56382425792885,0.0247282475634086,2265,2120,1844,1695,2124,1976,103.785,102.489,97.778,84.132,90.962,89.932
ENSG00000166200,COPS2,0,-0.231956491770018,0.0465580444090141,6.16630957963873,0.0247351718597404,1757,1469,1590,1259,1550,1505,80.508,71.017,84.310,62.491,66.380,68.495
ENSG00000170085,SIMC1,0,-0.3249456212524,0.0465943318050174,4.88626479407869,0.0247576817122083,716,689,644,422,697,627,32.808,33.309,34.148,20.946,29.850,28.536
ENSG00000166997,CNPY4,0,0.802345869623717,0.0466079559007169,5.51243810300643,0.0247681529866292,742,739,649,1889,1147,1029,33.999,35.726,34.413,93.761,49.121,46.832
ENSG00000102309,PIN4,0,0.230852943590969,0.046698323935814,5.46665546038148,0.02482046133788,886,834,799,999,1086,1024,40.598,40.319,42.367,49.586,46.509,46.604
ENSG00000126453,BCL2L12,0,0.251619391837372,0.046698323935814,3.99050510907921,0.0248226527717069,326,302,272,334,432,364,14.938,14.600,14.423,16.578,18.501,16.566
ENSG00000163104,SMARCAD1,0,-0.327943168265045,0.0467906846722335,6.83393019206148,0.0248839827847357,2779,2513,2604,1637,2618,2486,127.338,121.489,138.077,81.253,112.118,113.143
ENSG00000157214,STEAP2,0,0.39426488967973,0.0467906846722335,3.18375580861141,0.0248796614448013,184,171,137,173,243,269,8.431,8.267,7.264,8.587,10.407,12.243
ENSG00000094841,UPRT,0,0.360236502402892,0.0467906846722335,3.99269012923805,0.0248847268204826,298,258,313,367,391,411,13.655,12.473,16.597,18.216,16.745,18.705
ENSG00000273611,ZNHIT3,0,-0.221352913436056,0.0467906846722335,4.92088413791501,0.0248845212083556,686,680,652,545,633,645,31.433,32.874,34.572,27.051,27.109,29.355
ENSG00000080298,RFX3,0,-0.395385449633247,0.0467975403796953,4.90160079096179,0.0248916182186035,760,633,735,412,687,624,34.824,30.602,38.973,20.450,29.421,28.399
ENSG00000136925,TSTD2,0,-0.347256855478375,0.0468389776934521,5.43573468281078,0.0249169069269398,1150,960,921,606,979,956,52.695,46.410,48.836,30.079,41.927,43.509
ENSG00000049860,HEXB,0,1.17269088537216,0.0468757278071384,5.75161638922627,0.0249397076100115,800,720,693,3203,1345,1248,36.657,34.808,36.746,158.982,57.601,56.799
ENSG00000118194,TNNT2,0,0.577151426918756,0.0468835449800953,1.32546019098249,0.0249471179356637,45,42,39,48,88,66,2.062,2.030,2.068,2.382,3.769,3.004
ENSG00000173809,AC008736.1,0,-0.883873505309373,0.0469640883777121,-1.16915255048309,0.0249932326082221,11,13,12,5,7,8,0.504,0.628,0.636,0.248,0.300,0.364
ENSG00000080824,HSP90AA1,0,-0.418840125593885,0.0469738598871001,10.8509214851985,0.0250016903351937,45330,41596,44855,24412,41048,41212,2077.083,2010.921,2378.442,1211.697,1757.918,1875.638
ENSG00000139436,GIT2,0,-0.274023649935168,0.0470278661580139,5.02881660145268,0.0250336962988152,802,772,652,499,763,690,36.749,37.322,34.572,24.768,32.676,31.403
ENSG00000188846,RPL14,0,-0.173204972478606,0.0470521334675953,7.6152148674568,0.0250498771588578,4544,4263,4056,3497,4349,4181,208.212,206.091,215.070,173.575,186.250,190.285
ENSG00000104723,TUSC3,0,0.670588815722222,0.0470525968709613,7.33641876595466,0.0250533868776173,2884,2519,2520,5947,3886,3703,132.149,121.779,133.623,295.181,166.422,168.531
ENSG00000111877,MCM9,0,-0.433596460187649,0.0471116857336277,3.70296908212104,0.0250881161406745,304,318,316,172,272,297,13.930,15.373,16.756,8.537,11.649,13.517
ENSG00000100422,CERK,0,0.27444995500316,0.0471296402602182,8.19450252994188,0.02510094571418,5929,5503,5046,7085,7124,6690,271.675,266.038,267.565,351.666,305.092,304.475
ENSG00000169418,NPR1,0,3.41081069574362,0.0471399947417611,0.396257760962192,0.0251097295153583,14,6,5,279,62,50,0.641,0.290,0.265,13.848,2.655,2.276
ENSG00000004059,ARF5,0,0.269860698652677,0.0471460212611497,7.43606955374847,0.0251194785956597,3462,3351,2944,4156,4119,4056,158.634,162.001,156.106,206.284,176.400,184.596
ENSG00000109016,DHRS7B,0,0.266451605502725,0.0471460212611497,3.9593106442516,0.0251174146761017,319,292,264,355,393,360,14.617,14.116,13.999,17.621,16.831,16.384
ENSG00000111875,ASF1A,0,-0.276088073969937,0.0471670294734336,4.32340776841962,0.0251339427513082,486,432,441,378,431,373,22.269,20.885,23.384,18.762,18.458,16.976
ENSG00000172840,PDP2,0,-0.354882317600872,0.0471677112052431,4.82315264991134,0.025137577018883,699,688,598,392,682,586,32.029,33.261,31.709,19.457,29.207,26.670
ENSG00000161960,EIF4A1,0,-0.558256562778943,0.0471705278319088,4.31102759687664,0.0251456204884801,484,483,527,242,362,495,22.178,23.350,27.944,12.012,15.503,22.528
ENSG00000100253,MIOX,0,1.1526702076321,0.0471705278319088,0.259419927175766,0.0251447227416022,12,21,16,44,26,49,0.550,1.015,0.848,2.184,1.113,2.230
ENSG00000113211,PCDHB6,0,0.593910445053602,0.0471783233028075,4.43703356293444,0.025153047819139,407,385,298,709,505,540,18.649,18.612,15.801,35.191,21.627,24.576
ENSG00000198464,ZNF480,0,0.240438697688018,0.0471796299199095,4.9445893015079,0.0251570162589587,614,581,556,585,847,760,28.134,28.088,29.482,29.037,36.274,34.589
ENSG00000118407,FILIP1,0,1.6648585364478,0.0472746992258176,2.22744443523495,0.025214079632283,69,45,47,349,172,102,3.162,2.175,2.492,17.323,7.366,4.642
ENSG00000110031,LPXN,0,0.641274757930264,0.0472746992258176,2.09416393669901,0.0252142657243941,59,68,85,124,116,105,2.703,3.287,4.507,6.155,4.968,4.779
ENSG00000122778,KIAA1549,0,-0.358201803424199,0.0472817750813764,7.59442627575167,0.0252245974827343,4669,4630,4218,2652,4588,4130,213.940,223.833,223.660,131.633,196.485,187.964
ENSG00000280071,GATD3B,0,-0.368845601947839,0.0472817750813764,3.54467023307399,0.0252214191340326,324,281,220,208,257,205,14.846,13.585,11.666,10.324,11.006,9.330
ENSG00000172461,FUT9,0,-2.21573239898899,0.0472890802765526,0.0117005516504072,0.025235053587245,53,45,40,1,25,24,2.429,2.175,2.121,0.050,1.071,1.092
ENSG00000129467,ADCY4,0,1.51211767133148,0.0472890802765526,-2.0019807813274,0.0252330889474895,2,4,2,9,14,5,0.092,0.193,0.106,0.447,0.600,0.228
ENSG00000152578,GRIA4,0,-0.933099045370698,0.047299611735476,1.51540929119446,0.0252452836819062,83,79,84,21,56,70,3.803,3.819,4.454,1.042,2.398,3.186
ENSG00000104853,CLPTM1,0,0.357371794721814,0.047299611735476,6.95752899220749,0.0252472338091511,2425,2375,2001,3289,2996,2853,111.117,114.817,106.103,163.250,128.306,129.846
ENSG00000138459,SLC35A5,0,0.29138964178413,0.0473469095102476,5.5364881750872,0.0252776194632866,923,784,887,1051,1116,1165,42.293,37.902,47.033,52.167,47.794,53.021
ENSG00000104450,SPAG1,0,0.347729680997656,0.0473469095102476,3.0904206522786,0.0252790469014838,155,160,149,206,217,200,7.102,7.735,7.901,10.225,9.293,9.102
ENSG00000151014,NOCT,0,-0.50541336817423,0.0473538500310775,3.02678832526404,0.0252860364243618,220,225,162,101,193,162,10.081,10.877,8.590,5.013,8.265,7.373
ENSG00000099910,KLHL22,0,-0.213521926641913,0.0474400351794013,5.25054810337848,0.0253353474976817,859,897,777,695,845,759,39.361,43.365,41.201,34.497,36.188,34.544
ENSG00000275832,ARHGAP23,0,0.295348667534792,0.0474723263805252,5.51355290750185,0.0253558847283499,969,880,712,1074,1201,1018,44.401,42.543,37.754,53.308,51.434,46.331
ENSG00000140320,BAHD1,0,-0.207461576189623,0.0474778010155208,5.71000018583081,0.0253719788228574,1246,1227,1012,932,1197,1046,57.093,59.318,53.661,46.260,51.263,47.605
ENSG00000175221,MED16,0,-0.281898675877034,0.0474778010155208,6.12774383346214,0.0253670641951704,1836,1718,1263,1218,1532,1381,84.128,83.055,66.971,60.456,65.609,62.852
ENSG00000105229,PIAS4,0,-0.223435228598336,0.0474778010155208,5.52753502905377,0.0253642524140088,1081,1101,906,763,1061,968,49.533,53.227,48.041,37.872,45.438,44.056
ENSG00000099331,MYO9B,0,-0.237064488902313,0.0474778010155208,7.09954328512471,0.025368909869283,3308,3338,2602,2257,3121,2890,151.577,161.373,137.971,112.027,133.660,131.530
ENSG00000147535,PLPP5,0,0.466448839960241,0.0475221672964153,5.22141843031926,0.0253989835890064,703,668,587,1104,928,837,32.212,32.294,31.126,54.797,39.742,38.094
ENSG00000111711,GOLT1B,0,0.316539841961233,0.0475432866992993,5.20624624099797,0.0254135682301109,733,621,690,868,866,940,33.587,30.022,36.587,43.083,37.087,42.781
ENSG00000169252,ADRB2,0,1.75170911020581,0.0475993343752897,-0.76066981939538,0.0254468286199104,3,9,8,39,15,21,0.137,0.435,0.424,1.936,0.642,0.956
ENSG00000130540,SULT4A1,0,-0.347184287661347,0.0476300254725188,4.0912344994598,0.0254665392783024,453,400,342,245,366,385,20.757,19.338,18.135,12.161,15.674,17.522
ENSG00000165650,PDZD8,0,-0.260821509584462,0.0476303949507435,5.64315807501627,0.025470039907433,1189,1108,1085,770,1163,1068,54.482,53.565,57.532,38.219,49.807,48.607
ENSG00000003096,KLHL13,0,0.19988936984123,0.0476587652521277,8.40857558666488,0.0254885157853266,7229,6367,6029,6581,8644,8579,331.243,307.807,319.688,326.650,370.187,390.447
ENSG00000171121,KCNMB3,0,0.539650951753966,0.0476709116448171,1.29445079006396,0.0254983177195891,37,43,45,53,67,71,1.695,2.079,2.386,2.631,2.869,3.231
ENSG00000121741,ZMYM2,0,0.179170528133007,0.0476821525353533,7.38591502642399,0.0255076369388152,3384,3232,3091,3344,4303,3957,155.060,156.248,163.901,165.980,184.280,180.091
ENSG00000141873,SLC39A3,0,-0.21068152228675,0.0477559415008355,5.08954728452687,0.0255504222384845,786,809,671,619,745,694,36.016,39.110,35.580,30.724,31.905,31.585
ENSG00000092295,TGM1,0,-0.698492124387777,0.0477630382877993,1.20615083065921,0.0255575314444286,60,79,46,27,48,44,2.749,3.819,2.439,1.340,2.056,2.003
ENSG00000127054,INTS11,0,-0.206929930126164,0.0477756508434886,7.06602691570845,0.0255709066026384,3225,3148,2558,2374,2834,2912,147.774,152.187,135.638,117.834,121.369,132.531
ENSG00000134152,KATNBL1,0,0.274029163139325,0.0477756508434886,5.0829834569785,0.0255689032728112,691,617,599,629,902,917,31.663,29.828,31.762,31.221,38.629,41.734
ENSG00000204304,PBX2,0,-0.19757739350756,0.0477874335665227,6.43176331116391,0.0255805270249646,1997,1987,1732,1623,1901,1715,91.505,96.060,91.839,80.558,81.412,78.053
ENSG00000178385,PLEKHM3,0,-0.21137885610629,0.0478004011087048,4.53538925900011,0.0255907833952289,546,516,480,393,518,494,25.018,24.946,25.452,19.507,22.184,22.483
ENSG00000005187,ACSM3,0,1.38419757613799,0.0480364441159469,-1.14994436626488,0.0257204843980046,8,8,2,19,15,13,0.367,0.387,0.106,0.943,0.642,0.592
ENSG00000180964,TCEAL8,0,0.322828364911589,0.0481294593688061,5.83666750717631,0.0257736258839058,1141,980,1036,1406,1326,1416,52.282,47.377,54.934,69.787,56.787,64.445
ENSG00000073417,PDE8A,0,-0.192367531842073,0.0482049298569125,5.39098983857774,0.0258173837229497,977,914,879,748,901,905,44.767,44.186,46.609,37.127,38.586,41.188
ENSG00000259529,AL136295.5,0,-0.740534099469156,0.0482270796988334,-0.11209822778272,0.0258359355529465,21,25,27,13,17,15,0.962,1.209,1.432,0.645,0.728,0.683
ENSG00000108666,C17orf75,0,-0.231051293934838,0.0482270796988334,5.31593378454518,0.0258359132823063,966,824,879,689,861,844,44.263,39.836,46.609,34.199,36.873,38.412
ENSG00000131373,HACL1,0,-0.316211592058408,0.0482338358903452,3.53058201572831,0.0258428998674623,301,245,250,218,232,222,13.792,11.844,13.256,10.820,9.936,10.104
ENSG00000204516,MICB,0,1.2853020291933,0.0482535055582283,-2.07403161056113,0.0258567848438578,3,3,2,7,12,5,0.137,0.145,0.106,0.347,0.514,0.228
ENSG00000162641,AKNAD1,0,-1.05542404815177,0.0482613023867259,-1.40437795922825,0.0258643096286143,10,12,10,7,4,5,0.458,0.580,0.530,0.347,0.171,0.228
